Titulo_Art,Procedencia_Art,Año_Art,Titulo_Ref,Procedencia_Ref,Año_Ref,Decada,Año_Art_Num,Año_Ref_Num,Dif_Años
Un PronóStico No ParaméTrico De La InflacióN Colombiana,Revista Estadística de Colombia,2003,Comparing Predictive Accuracy,Journal Of Business & Economic Statistics,1995,2000,2003,1995.0,8.0
Un PronóStico No ParaméTrico De La InflacióN Colombiana,Revista Estadística de Colombia,2003,Nonparametric Curve Estimation From Time Series,Springer-Verlang,1989,2000,2003,1989.0,14.0
Un PronóStico No ParaméTrico De La InflacióN Colombiana,Revista Estadística de Colombia,2003,Applied Non-Parametric Regression,Cambridge University,1990,2000,2003,1990.0,13.0
Un PronóStico No ParaméTrico De La InflacióN Colombiana,Revista Estadística de Colombia,2003,Gaussian Random Processes,Spring-Verlag,1978,2000,2003,1978.0,25.0
Un PronóStico No ParaméTrico De La InflacióN Colombiana,Revista Estadística de Colombia,2003,Probabilities Of Maximal Deviations For Nonparametric Regression Functions Estimates,Journal Of Multivariante Analysis,1982,2000,2003,1982.0,21.0
Un PronóStico No ParaméTrico De La InflacióN Colombiana,Revista Estadística de Colombia,2003,AnáLisis Del Comportamiento De La InflacióN Trimestral En Colombia Bajo Cambios De RéGimen: Una Evidencia A TravéS Del Modelo “Switching De Hamilton”,Banco De La República De Colombia,1998,2000,2003,1998.0,5.0
ComparaçÃO De Algumas TéCnicas De PrevisãO Em AnáLise De SéRies Temporais,Revista Estadística de Colombia,2003,Distribution Of Residual Autocorrelations In Autoregressive Integrated Moving Average Time Series Moldels,Journal Of The American Statistical Association,1970,2000,2003,1970.0,33.0
ComparaçÃO De Algumas TéCnicas De PrevisãO Em AnáLise De SéRies Temporais,Revista Estadística de Colombia,2003,Finding The Embeddindg Dimension And Variable Dependecies In Time Series,Neural Computation,1994,2000,2003,1994.0,9.0
ComparaçÃO De Algumas TéCnicas De PrevisãO Em AnáLise De SéRies Temporais,Revista Estadística de Colombia,2003,Generalization By Weight Elimination With Application To Forecasting,Advances In Neural Information Processing Systems,1991,2000,2003,1991.0,12.0
Carta T2 Con Base En Estimadores Robustos De Los ParáMetros,Revista Estadística de Colombia,2003,Multivariate Process Control,Handbook Of Statistics,1988,2000,2003,1988.0,15.0
Carta T2 Con Base En Estimadores Robustos De Los ParáMetros,Revista Estadística de Colombia,2003,A Procedure For The Detection Of Multivariate Outliers,Computational Statistics And Data Analysis,1999,2000,2003,1999.0,4.0
Carta T2 Con Base En Estimadores Robustos De Los ParáMetros,Revista Estadística de Colombia,2003,The Behavior Of The Stahel-Donoho Robust Multivariate Estimator,Journal Of The American Statistical Association,1995,2000,2003,1995.0,8.0
Carta T2 Con Base En Estimadores Robustos De Los ParáMetros,Revista Estadística de Colombia,2003,Unmasking Multivariate Outliers And Leverage Points,Journal Of The American Statistical Association,1990,2000,2003,1990.0,13.0
Carta T2 Con Base En Estimadores Robustos De Los ParáMetros,Revista Estadística de Colombia,2003,A Comparision Of Multivariate Control Charts For Individual Observations,Journal Of Quality Technology,1996,2000,2003,1996.0,7.0
Modeling Abilities In 3-Irt Models,Revista Estadística de Colombia,2004,Marginal Maximun Likelihood Estimation Of Item Parameters: An Application Of A Em Algorithm,Psychometriks,1981,2000,2004,1981.0,23.0
Modeling Abilities In 3-Irt Models,Revista Estadística de Colombia,2004,Fitting A Response Model For N Dichotomously Scored Items,Psychometriks,1970,2000,2004,1970.0,34.0
Modeling Abilities In 3-Irt Models,Revista Estadística de Colombia,2004,A Generalized Rasch Model For Manifest Predictors,Psychometriks,1991,2000,2004,1991.0,13.0
Martingalas En La Teorı́A De Epidemias,Revista Estadística de Colombia,2004,On The Formulation Of Discrete-Time Epidemic Models,Mathematical Biosciences,1989,2000,2004,1989.0,15.0
Multiple Factor Analysis: Main Features And Application To Sensory Data,Revista Estadística de Colombia,2004,EléMents De Comparaison Entre L’Analyse Factorielle Multiple Et La MéThode Statis,Revue De Statistique Appliquée,1996,2000,2004,1996.0,8.0
Metodologı́A Para Estimar Celdas Vacı́As Con El Modelo De Medias De Celdas En DiseñOs Conectados,Revista Estadística de Colombia,2004,"Mathematical Theory Of Factorial Designs: I Analysis, Ii Construction",Bulletin Of The International Statistical Institute,1964,2000,2004,1964.0,40.0
Metodologı́A Para Estimar Celdas Vacı́As Con El Modelo De Medias De Celdas En DiseñOs Conectados,Revista Estadística de Colombia,2004,Estimation Of Missing Cells In Randomized Block And Latin Square Designs,The American Statistical Association,1986,2000,2004,1986.0,18.0
Metodologı́A Para Estimar Celdas Vacı́As Con El Modelo De Medias De Celdas En DiseñOs Conectados,Revista Estadística de Colombia,2004,Linear Models,John Wiley & Sons,1971,2000,2004,1971.0,33.0
Un Frailty Gamma En Supervivencia Bivariante,Revista Estadística de Colombia,2004,Survival Models For Heterogeneous Populations Derived From Stable Distributions,Biometrika,1986,2000,2004,1986.0,18.0
Un Frailty Gamma En Supervivencia Bivariante,Revista Estadística de Colombia,2004,A Bivariate Survival Model With Modified Gamma Frailty For Assessing The Impact Of Interventions,Statistics In Medicine,1993,2000,2004,1993.0,11.0
Un Criterio Para Identificar Datos Atı́Picos,Revista Estadística de Colombia,2004,Exploratory Data Analysis,Addison Wesley,1977,2000,2004,1977.0,27.0
MéTodo Bayesiano Bootstrap Y Una AplicacióN En La EstimacióN Del Percentil 85 En Ingenierı́A De TráNsito,Revista Estadística de Colombia,2004,Bootstrap Methods Using Prior Information,Biometrika,1986,2000,2004,1986.0,18.0
MéTodo Bayesiano Bootstrap Y Una AplicacióN En La EstimacióN Del Percentil 85 En Ingenierı́A De TráNsito,Revista Estadística de Colombia,2004,Bootstrap Confidence Intervals And Bootstrap Approximations,Journal Of The American Statistical Association,1987,2000,2004,1987.0,17.0
AplicacióN De ÁRboles De DecisióN En Modelos De Riesgo Crediticio,Revista Estadística de Colombia,2004,"Principles For The Management Of Credit Risk, Technical Report",Basle Committee On Banking Supervision,2000,2000,2004,2000.0,4.0
AplicacióN De ÁRboles De DecisióN En Modelos De Riesgo Crediticio,Revista Estadística de Colombia,2004,Handbook Of Credit Scoring,The Glenlake Publishing Company,2001,2000,2004,2001.0,3.0
Una ComparacióN Entre La Inferencia Basada En Las Estadı́Sticas De Wald Y RazóN De Verosimilitud En Los Modelos Logit Y Probit Vı́A Monte Carlo,Revista Estadística de Colombia,2005,Judgind Inference Adequacy Logistic Regression,Jasa,1986,2000,2005,1986.0,19.0
Una ComparacióN Entre La Inferencia Basada En Las Estadı́Sticas De Wald Y RazóN De Verosimilitud En Los Modelos Logit Y Probit Vı́A Monte Carlo,Revista Estadística de Colombia,2005,Generalized Linear Models,Chapman & Hall,1989,2000,2005,1989.0,16.0
A Note On Testing For Unit Roots In The Unobservable Trend Component Of A Structural Model,Revista Estadística de Colombia,2005,Distributions Of The Estimators For Autoregressive Time Series With A Unit Root,Journal Of The American Statistical Association,1979,2000,2005,1979.0,26.0
A Note On Testing For Unit Roots In The Unobservable Trend Component Of A Structural Model,Revista Estadística de Colombia,2005,"Forecasting, Structural Time Series Models And The Kalman Filter",Cambridge University,1989,2000,2005,1989.0,16.0
A Note On Testing For Unit Roots In The Unobservable Trend Component Of A Structural Model,Revista Estadística de Colombia,2005,Comparisons Of Tests For The Presence Of Random Walk Coefficients In A Simple Linear Model,Journal Of The American Statistical Association,1983,2000,2005,1983.0,22.0
A Note On Testing For Unit Roots In The Unobservable Trend Component Of A Structural Model,Revista Estadística de Colombia,2005,Testing For A Unit Root In Time Series Regression,Biometrika,1988,2000,2005,1988.0,17.0
El DiseñO P,Revista Estadística de Colombia,2005,Model Assisted Survey Sampling,Springer-Verlag,1992,2000,2005,1992.0,13.0
Estrategia De Muestreo Para La EstimacióN De La Tasa De Favoritismo En La EleccióN Presidencial,Revista Estadística de Colombia,2005,DiseñOs De Muestreo Estadístico,Universidad Nacional De Colombia,1998,2000,2005,1998.0,7.0
Estrategia De Muestreo Para La EstimacióN De La Tasa De Favoritismo En La EleccióN Presidencial,Revista Estadística de Colombia,2005,On The Stratification Of Skewed Populations,Survey Methodology,1988,2000,2005,1988.0,17.0
Estrategia De Muestreo Para La EstimacióN De La Tasa De Favoritismo En La EleccióN Presidencial,Revista Estadística de Colombia,2005,Elecciones Presidenciales De 1994 En Colombia,Registraduría Nacional Del Estado Civil,1994,2000,2005,1994.0,11.0
Estrategia De Muestreo Para La EstimacióN De La Tasa De Favoritismo En La EleccióN Presidencial,Revista Estadística de Colombia,2005,Elecciones Presidenciales De 1998 En Colombia,Registraduría Nacional Del Estado Civil,1998,2000,2005,1998.0,7.0
Estrategia De Muestreo Para La EstimacióN De La Tasa De Favoritismo En La EleccióN Presidencial,Revista Estadística de Colombia,2005,Model Assisted Survey Sampling,Springer-Verlag,2003,2000,2005,2003.0,2.0
Estimating Multilevel Models For Categorical Data Via Generalized Least Squares,Revista Estadística de Colombia,2005,Approximate Inference In Generalized Linear Mixed Models,American Statistical Association,1993,2000,2005,1993.0,12.0
Estimating Multilevel Models For Categorical Data Via Generalized Least Squares,Revista Estadística de Colombia,2005,Multilevel Models In Educational And Social Research,Charles Griffin and Company Publisher,1987,2000,2005,1987.0,18.0
Estimating Multilevel Models For Categorical Data Via Generalized Least Squares,Revista Estadística de Colombia,2005,"Nonlinear Multilevel Models, With An Application To Discrete Response Data",Biometrika,1991,2000,2005,1991.0,14.0
Estimating Multilevel Models For Categorical Data Via Generalized Least Squares,Revista Estadística de Colombia,2005,Matrix Computations,,1996,2000,2005,1996.0,9.0
Estimating Multilevel Models For Categorical Data Via Generalized Least Squares,Revista Estadística de Colombia,2005,Analysis Of Categorical Data By Linear Models,Biometrics,1969,2000,2005,1969.0,36.0
Estimating Multilevel Models For Categorical Data Via Generalized Least Squares,Revista Estadística de Colombia,2005,Logistic Regression With Random Coefficients,Computational Statistics And Data Analysis,1994,2000,2005,1994.0,11.0
Estimating Multilevel Models For Categorical Data Via Generalized Least Squares,Revista Estadística de Colombia,2005,Modelos Multinivel De Una Muestra De Tablas De Contingencia Utilizando El Enfoque Gsk,Icimaf,2002,2000,2005,2002.0,3.0
"Procesos Puntuales, Densidades Producto Y Biologı́A Celular",Revista Estadística de Colombia,2005,Point Processes,Chapman & Hall,1980,2000,2005,1980.0,25.0
"Procesos Puntuales, Densidades Producto Y Biologı́A Celular",Revista Estadística de Colombia,2005,On The Parity Of Cells In Tumor Growth,Stochastic Processes And Applications,1999,2000,2005,1999.0,6.0
El Movimiento Browniano Fraccional Como Lı́Mite De Ciertos Tipos De Procesos EstocáSticos,Revista Estadística de Colombia,2005,Fractional Brownian Motion: Theory And Applications,Http://Www Emath Fr/Proc/Vol5/,1958,2000,2005,1958.0,47.0
El Movimiento Browniano Fraccional Como Lı́Mite De Ciertos Tipos De Procesos EstocáSticos,Revista Estadística de Colombia,2005,Weak Approximation For A Class Of Gaussian Process,Applied Probability,2000,2000,2005,2000.0,5.0
El Movimiento Browniano Fraccional Como Lı́Mite De Ciertos Tipos De Procesos EstocáSticos,Revista Estadística de Colombia,2005,An Introduction To Probability Theory And Its Applications,John Wiley & Sons,1971,2000,2005,1971.0,34.0
El Movimiento Browniano Fraccional Como Lı́Mite De Ciertos Tipos De Procesos EstocáSticos,Revista Estadística de Colombia,2005,"Fractional Brownian Motion, Random Walks And Binary Market Models",Finance And Stochastic,2001,2000,2005,2001.0,4.0
El Movimiento Browniano Fraccional Como Lı́Mite De Ciertos Tipos De Procesos EstocáSticos,Revista Estadística de Colombia,2005,Fractional Brownian Motion In Finance And Queueing,University Of Helsinki,2003,2000,2005,2003.0,2.0
Ajuste De Un Modelo No Lineal A La Variable PrecipitacióN En Una EstacióN Hidro MeteorolóGica De Colombia,Revista Estadística de Colombia,2005,Programs Tramo And Seats: Instructions For The User,Banco De España,1996,2000,2005,1996.0,9.0
OptimizacióN De Sistemas De Respuesta Dual,Revista Estadística de Colombia,2005,A Nonlinear Programming Solution To The Dual Response Problem,Journal Of Quality Technology,1993,2000,2005,1993.0,12.0
OptimizacióN De Sistemas De Respuesta Dual,Revista Estadística de Colombia,2005,Response Surface Techniques For Dual Response Systems,Tecnometrics,1973,2000,2005,1973.0,32.0
OptimizacióN De Sistemas De Respuesta Dual,Revista Estadística de Colombia,2005,Introduction To Quality Engineering: Designing Quality Into Products And Processes,Kraus International Publications,1986,2000,2005,1986.0,19.0
MéTodos NuméRicos Para La EstimacióN De ParáMetros En RegresióN Cuantı́Lica,Revista Estadística de Colombia,2005,Newton’S Method For Convex Programming Ans Tchebycheff Approximations,Numerische Mathematik,1959,2000,2005,1959.0,46.0
MéTodos NuméRicos Para La EstimacióN De ParáMetros En RegresióN Cuantı́Lica,Revista Estadística de Colombia,2005,Economic Applications Of Quantile Regression,Physica-Verlag,2002,2000,2005,2002.0,3.0
MéTodos NuméRicos Para La EstimacióN De ParáMetros En RegresióN Cuantı́Lica,Revista Estadística de Colombia,2005,Decomposition And Nondifferentiable Optimization With The Projective Algorithm,Management Sciences,1992,2000,2005,1992.0,13.0
MéTodos NuméRicos Para La EstimacióN De ParáMetros En RegresióN Cuantı́Lica,Revista Estadística de Colombia,2005,Uma ExtensãO Do MéTodo Simplex Para A ResoluçÃO Do Problema De RegressãO Quantil,Rev Mat Est,2000,2000,2005,2000.0,5.0
Carta De Control Cev X Barra Para Distribuciones Weibull Con Datos Censurados,Revista Estadística de Colombia,2005,Monitoring Processes With Highly Censored Data,Journal Of Quality Technology,2000,2000,2005,2000.0,5.0
Hoja Browniana Fraccional,Revista Estadística de Colombia,2005,Weak Approximation Of The Brownian Sheet From A Poisson Process In The Plane,Bernoulli,2000,2000,2005,2000.0,5.0
Hoja Browniana Fraccional,Revista Estadística de Colombia,2005,Multiparameter Fractional Brownian Motion And Quasilinear Stochastic Differential Equations,Stochastics And Stochastics Reports,2000,2000,2005,2000.0,5.0
Hoja Browniana Fraccional,Revista Estadística de Colombia,2005,Topics In Stochastic Differential Equations,Springer-Verlag,1982,2000,2005,1982.0,23.0
Hoja Browniana Fraccional,Revista Estadística de Colombia,2005,An Introduction To Stochastic Partial Differential Equations,Lecture Notes In Math,1980,2000,2005,1980.0,25.0
AnáLisis De Supervivencia De Pacientes Con DiáLisis Peritoneal,Revista Estadística de Colombia,2005,"Selection-Adjusted Comparison Of Life-Expectancy Of Patients On Continuous Ambulatory Peritoneal Dialysis, Haemodialysis And Renal Transplantation",The Lancet,1987,2000,2005,1987.0,18.0
AnáLisis De Supervivencia De Pacientes Con DiáLisis Peritoneal,Revista Estadística de Colombia,2005,Regression Models And Life Tables,Journal of The Royal Statistical Society,1972,2000,2005,1972.0,33.0
AnáLisis De Supervivencia De Pacientes Con DiáLisis Peritoneal,Revista Estadística de Colombia,2005,The Natural Duration Of Cancer,Reports On Public Health And Medical Subjects,1926,2000,2005,1926.0,79.0
AnáLisis De Supervivencia De Pacientes Con DiáLisis Peritoneal,Revista Estadística de Colombia,2005,Continuous Ambulatory Peritoneal Dialysis And Hemodialysis: Comparison Of Patients With Adjustment For Comorbid Conditions,Kidney International,1994,2000,2005,1994.0,11.0
AnáLisis De Supervivencia De Pacientes Con DiáLisis Peritoneal,Revista Estadística de Colombia,2005,Applied Survival Analysis: Regression Modeling Of Time To Event Data,John Wiley & Sons,1999,2000,2005,1999.0,6.0
AnáLisis De Supervivencia De Pacientes Con DiáLisis Peritoneal,Revista Estadística de Colombia,2005,Prognostically Controlled Comparison Of Dialysis And Renal Transplantation,Kidney International,1984,2000,2005,1984.0,21.0
AnáLisis De Supervivencia De Pacientes Con DiáLisis Peritoneal,Revista Estadística de Colombia,2005,Nutritional And Prognostic Correlates Of Bioimpedance Indexes In Hemodialysis Patients,Kidney International,1996,2000,2005,1996.0,9.0
AnáLisis De Supervivencia De Pacientes Con DiáLisis Peritoneal,Revista Estadística de Colombia,2005,R: A Language And Environment For Statistical Computing,R Development Core Team,2005,2000,2005,2005.0,0.0
Application Of Generalized Linear Models To Data Analysis In Drinking Water Treatment,Revista Estadística de Colombia,2005,Standard Methods For The Examination Of Water And Wastewater,American Public Health Association,1985,2000,2005,1985.0,20.0
Application Of Generalized Linear Models To Data Analysis In Drinking Water Treatment,Revista Estadística de Colombia,2005,Generalized Linear Models,Chapman & Hall,1996,2000,2005,1996.0,9.0
Application Of Generalized Linear Models To Data Analysis In Drinking Water Treatment,Revista Estadística de Colombia,2005,AnáLisis De Las Aguas,Omega,1981,2000,2005,1981.0,24.0
"EstimacióN De InformacióN Faltante, ImputacióN Y Estadísticos De Prueba En Modelos Mixtos A Dos Vı́As De ClasificacióN",Revista Estadística de Colombia,2006,A Method Of Estimating The Yield Of A Missing Plot In Field Experiments,The Journal Of Agricultural Science,1930,2000,2006,1930.0,76.0
"EstimacióN De InformacióN Faltante, ImputacióN Y Estadísticos De Prueba En Modelos Mixtos A Dos Vı́As De ClasificacióN",Revista Estadística de Colombia,2006,Restricted Maximum Likelihood (Reml) Estimation Of Variance Components In The Mixed Model,Tecnometrics,1976,2000,2006,1976.0,30.0
"EstimacióN De InformacióN Faltante, ImputacióN Y Estadísticos De Prueba En Modelos Mixtos A Dos Vı́As De ClasificacióN",Revista Estadística de Colombia,2006,Analysis Of Experiments With Missing Data,John Wiley & Sons,1985,2000,2006,1985.0,21.0
"EstimacióN De InformacióN Faltante, ImputacióN Y Estadísticos De Prueba En Modelos Mixtos A Dos Vı́As De ClasificacióN",Revista Estadística de Colombia,2006,Exact Test For The Random And Fixed Effects In An Unbalanced Mixed Two Way Cross-Classification Model,Biometrics,1990,2000,2006,1990.0,16.0
"EstimacióN De InformacióN Faltante, ImputacióN Y Estadísticos De Prueba En Modelos Mixtos A Dos Vı́As De ClasificacióN",Revista Estadística de Colombia,2006,Classical An Bayesian Prediction As Applied To An Unbalanced Mixed Linear Model,Biometrics,1992,2000,2006,1992.0,14.0
"EstimacióN De InformacióN Faltante, ImputacióN Y Estadísticos De Prueba En Modelos Mixtos A Dos Vı́As De ClasificacióN",Revista Estadística de Colombia,2006,Variance Components,John Wiley & Sons,1992,2000,2006,1992.0,14.0
"EstimacióN De InformacióN Faltante, ImputacióN Y Estadísticos De Prueba En Modelos Mixtos A Dos Vı́As De ClasificacióN",Revista Estadística de Colombia,2006,Testing Hyphoteses In Unbalanced Variance Components Models For Two Way Layouts,Annals Of Statistics,1975,2000,2006,1975.0,31.0
Una EstimacióN Del ParáMetro De La DistribucióN G De Tukey,Revista Estadística de Colombia,2006,DistribucióN G−H De Tukey Y Aplicaciones A Las Distribuciones De Vida,Universidad Nacional De Colombia,1984,2000,2006,1984.0,22.0
Una EstimacióN Del ParáMetro De La DistribucióN G De Tukey,Revista Estadística de Colombia,2006,"Exploring Data Tables, Trends, And Shapes",John Wiley & Sons,1985,2000,2006,1985.0,21.0
Una EstimacióN Del ParáMetro De La DistribucióN G De Tukey,Revista Estadística de Colombia,2006,Software For Exploring Distribution Shape,Proceedings Of Computer Science And Statistics,1979,2000,2006,1979.0,27.0
Una EstimacióN Del ParáMetro De La DistribucióN G De Tukey,Revista Estadística de Colombia,2006,Some Applications Of Robust Scale Estimators,Temple University,1981,2000,2006,1981.0,25.0
Una EstimacióN Del ParáMetro De La DistribucióN G De Tukey,Revista Estadística de Colombia,2006,Exploratory Data Analysis,Addison Wesley,1977,2000,2006,1977.0,29.0
Estudio De Potencia De Pruebas De Homogeneidad De Varianza,Revista Estadística de Colombia,2006,DiseñO Y AnáLisis De Experimentos,Li Musa,2002,2000,2006,2002.0,4.0
Estudio De Potencia De Pruebas De Homogeneidad De Varianza,Revista Estadística de Colombia,2006,R: A Language And Environment For Statistical Computing,R Foundation For Statistical Computing,2005,2000,2006,2005.0,1.0
PrediccióN De Series Temporales Con Redes Neuronales: Una AplicacióN A La InflacióN Colombiana,Revista Estadística de Colombia,2006,"Notes On Time Series Analysis, Arima Models And Signal Extraction",Www Bde Es/Servicio/Software/Trabajos Html,2000,2000,2006,2000.0,6.0
PrediccióN De Series Temporales Con Redes Neuronales: Una AplicacióN A La InflacióN Colombiana,Revista Estadística de Colombia,2006,"AnáLise De SéRies Temporais, Abe",Edgard BlüCher,2004,2000,2006,2004.0,2.0
PrediccióN De Series Temporales Con Redes Neuronales: Una AplicacióN A La InflacióN Colombiana,Revista Estadística de Colombia,2006,Identification And Control Of Dynamical Systems Using Neural Networks,Ieee Transactions On Neural Networks,1990,2000,2006,1990.0,16.0
PrediccióN De Series Temporales Con Redes Neuronales: Una AplicacióN A La InflacióN Colombiana,Revista Estadística de Colombia,2006,Forecasting With Artificial Neural Networks: The State Of Art,International Journal Of Forecasting,1998,2000,2006,1998.0,8.0
Tablas De Encuestas En Latex,Revista Estadística de Colombia,2006,DiseñOs De Muestreo Estadı́Stico,Universidad Nacional De Colombia,1998,2000,2006,1998.0,8.0
"ImplementacióN, Uso E InterpretacióN Del Fan Chart",Revista Estadística de Colombia,2006,The Inflation Report Projections: Understanding The Fan Chart,Bank Of England Quarterly Bulletin,1998,2000,2006,1998.0,8.0
"ImplementacióN, Uso E InterpretacióN Del Fan Chart",Revista Estadística de Colombia,2006,Bayesian Fan Charts For Uk Inflation: Forecasting And Sources Of Uncertainty In An Evolving Monetary System,"Cfs-Bundesbank Conference On Expectations, Learning And Monetary Policy",2003,2000,2006,2003.0,3.0
"ImplementacióN, Uso E InterpretacióN Del Fan Chart",Revista Estadística de Colombia,2006,How Monetary Policy Works,Central Banks Governor’S Symposium,2005,2000,2006,2005.0,1.0
